epoch,loss,val_loss
0,35.90237330065833,231.96158414898497
1,21.598316338327194,4.1222031866059154
2,12.427357289526197,0.5416255697156444
3,7.016832525531451,0.3183815005150708
4,3.9946491138802633,0.31258589119622204
5,2.4192955903708935,0.2523490652216203
6,1.5982045878966649,0.08590638572632363
7,1.1640461685342922,0.09900894207936345
8,0.9495013143039412,0.0721751864096432
9,0.8189923119627767,0.04504560680608406
10,0.7535206489264965,0.036637025800618256
11,0.7038198517014583,0.04504992214567734
12,0.6769970333617594,0.03307797412642024
13,0.6591418297547433,0.02982093422024539
14,0.6432532713645034,0.03775482621947021
15,0.6258062738925219,0.03609706537628716
16,0.6153706843033433,0.030797489467218067
17,0.6069149932720594,0.042195737531239334
18,0.5984370651551418,0.038943100833531585
19,0.5874566488588849,0.02782504353672266
20,0.5814855384329954,0.026261875772792282
21,0.5758397907225622,0.024577873900081173
22,0.5709645272646513,0.028935868829262978
23,0.5664217696111236,0.023277430484692257
24,0.560706998169836,0.01841857157308947
25,0.5556005736709468,0.024061426887232246
26,0.5537304372216264,0.030987396356508587
27,0.5493922115096616,0.019687921175676765
28,0.5491416894106401,0.02192088888224327
29,0.5456335587530501,0.020559327168898148
30,0.5438787029124796,0.022514004570742447
31,0.5435515431066354,0.01513592910134431
32,0.5384687513837384,0.02760591417212378
33,0.5389616863491634,0.020676675704166744
34,0.535936741830988,0.023873713036829777
35,0.5334224507419599,0.01374858029356057
36,0.5359681901625462,0.031412872429372685
37,0.5332972044642601,0.01629711588788213
38,0.5321738451408843,0.01939782000739466
39,0.5318486786757907,0.019509996837851675
40,0.5308815540952815,0.023367678605471596
41,0.534773679708855,0.02356378727056312
42,0.5294467312180333,0.019575240640816362
43,0.5294522132414082,0.019238799669300064
44,0.5253406174791356,0.024064586032181978
45,0.5280700308891634,0.018317925334541185
46,0.5248849917099707,0.01757413800805807
47,0.5217882313558625,0.015302338087084618
48,0.5230459728692141,0.020282392756956997
49,0.5244506314500339,0.021589164593906113
50,0.5231200040628513,0.016230936232728487
51,0.5208680305319527,0.014345651238479397
52,0.5209244639198813,0.02192934232792168
53,0.5187889037964245,0.02516447679337227
54,0.5223162629538112,0.019433631462919893
55,0.5196405325809287,0.016929870937019587
56,0.5157532048308187,0.01520585086704655
57,0.5159245191866325,0.012634203755155657
58,0.518141094621064,0.014829310179321152
59,0.517471527111613,0.020173419337493902
60,0.5146272970984379,0.012955416487812094
61,0.514732746898921,0.014439342952700275
62,0.514112347116073,0.018773230201931612
63,0.512948838631726,0.02240154312246225
64,0.5141017237264249,0.01202694541831134
65,0.5132364080442736,0.01649181762089332
66,0.5178875138517469,0.016255505030240976
67,0.5171077569636205,0.019144286077018038
68,0.5176575150496016,0.018061424887767345
69,0.5132471228070143,0.01231326318035523
70,0.5156558821650429,0.016348581140240032
71,0.5124757994069822,0.015341511899323174
72,0.509732606769022,0.013895107828306429
73,0.5093561253872596,0.019176341339268467
74,0.5124738093776008,0.017023347769722794
75,0.5125691811554134,0.017797821794043888
76,0.5095321095238129,0.01528761853379282
77,0.5087055868676139,0.016171571826844505
78,0.5097163915116754,0.018101865242263586
79,0.5096112173568044,0.013204268123390097
80,0.5106340720214777,0.013861225184166071
81,0.5078348764477091,0.016584392919233353
82,0.5076641546458833,0.01325771597806703
83,0.5091336886657195,0.010810473672763415
84,0.5127345651077727,0.01609607590503539
85,0.5051636500542777,0.019927603968729574
86,0.505796815113475,0.011579000038292372
87,0.5075016392705342,0.016175068505672796
88,0.5052342144255009,0.011201254487263433
89,0.5092812578659505,0.011200597319243983
90,0.5075612314976752,0.021726041044475453
91,0.5076596928087788,0.010712430382034543
92,0.5047846160208186,0.01676976445102782
93,0.5060194303643786,0.013184339062056759
94,0.5078741838741634,0.01121991922175794
95,0.5052737013126413,0.016106152695349672
96,0.5036610185116943,0.011891858172461842
97,0.5026698761567887,0.015331728482675371
98,0.5073900131715668,0.01572330758878679
99,0.5037557732883013,0.012394274514394276
100,0.5046920958751192,0.017701990380318777
101,0.5019377887559434,0.015932889147238297
102,0.5029778974906852,0.01605905486609448
103,0.5063080592857053,0.013352693439545956
104,0.5026352328196582,0.016840829104749544
105,0.5017205319212129,0.011155384225827274
106,0.5039436366771244,0.01560169616431901
107,0.5063637005061739,0.012681086293675682
108,0.5011629838651667,0.014543322084302252
109,0.5000244575397422,0.016115110057095688
110,0.5022287047468126,0.014061262520651022
111,0.5061346207383193,0.015909645410085268
112,0.5056817059456888,0.011287093204869465
113,0.501826920468981,0.010098384594488325
114,0.5026333471760154,0.013640319222979473
115,0.5028843072553476,0.011665001709127066
116,0.5037411440215591,0.012336107140237635
117,0.4993220110061682,0.011734391802526785
118,0.4996501322473503,0.0150681266166044
119,0.5015947843073971,0.012323194155187317
120,0.5023560242261738,0.013711354046156912
121,0.49990132156138617,0.011752137321640144
122,0.5024180228873674,0.01554694040819551
123,0.5015049251831241,0.013971649089150807
124,0.503417253959924,0.01137379618982474
125,0.5006012964683274,0.013777332338081165
126,0.49742757547129357,0.011036955744423198
127,0.49932514211266404,0.011605942621827126
128,0.5031223663956754,0.016309654297815127
129,0.49907440068717634,0.010491043667901646
130,0.5017340479470376,0.013705795983586348
131,0.5014350253105577,0.010348240901349169
132,0.5014476908060411,0.009303721599280834
133,0.4995578075500412,0.013273071977450993
134,0.49926766189229155,0.010075928953786692
135,0.5000623091537919,0.012895324394445528
136,0.49765624362044036,0.010790429515481897
137,0.49801480438974166,0.010591387120781072
138,0.49826526703933877,0.0146307127098694
139,0.5017964664018817,0.012159275751786701
140,0.49847627332847977,0.010247720680622891
141,0.4972623623907566,0.011056512128561735
142,0.4995844421339118,0.011319456036400163
143,0.495355758893614,0.0097338127706087
144,0.5040626322540144,0.01068822395366927
145,0.4971436233156257,0.011442449684678153
146,0.5000207667859892,0.013687232417534247
147,0.4981875952022771,0.011642136420546607
148,0.49771819077432156,0.011997533778688221
149,0.4961569966851837,0.01094125101173466
150,0.4979435121381862,0.011570254467766394
151,0.4985129520969672,0.012423364713675144
152,0.4993132879543636,0.010994095743323365
153,0.49787519391005236,0.013998012446487943
154,0.499947338235668,0.014540505553172394
