epoch,loss,val_loss
155,0.4977798712336355,0.011462338720307205
156,0.4961235746741295,0.01292688563240297
157,0.4948890460655093,0.01398345191652576
158,0.49840025088956785,0.012800013773481955
159,0.49729439228152233,0.01330904939183683
160,0.4973598848252247,0.01158597342895739
161,0.49649804103602135,0.01279443120019454
162,0.497575845517632,0.014613975481497067
163,0.4962557381950319,0.012844479783917919
164,0.49946575172038543,0.010354900027089046
165,0.49673364994426566,0.01412314550499573
166,0.4984315244170527,0.01005665885256321
167,0.49722974020470345,0.013705468143929134
168,0.4974829076478879,0.012387929822910915
169,0.4963904516512735,0.011961796963022965
170,0.4966466711420152,0.013880641672365142
171,0.4961806632216192,0.01414566801748041
172,0.5025386275309656,0.010176456194709648
173,0.49614412704896593,0.009884792944472847
174,0.4947965177707374,0.012313526772865744
175,0.4963444478344172,0.012500022453340616
176,0.49930877577409977,0.013636251791577899
177,0.500310120276279,0.011695119665201866
178,0.4950802767287112,0.012096221008422699
179,0.49506045094070333,0.010925096706628348
180,0.5003118713438097,0.01293747196905315
181,0.4956942900704841,0.010854764291169968
182,0.49731950730913216,0.011851319224771225
183,0.4975551197874463,0.0123487533084258
184,0.49697184016824597,0.010718255219134417
185,0.4943438131206979,0.010274291553562789
186,0.4979724312822024,0.01346309914846312
187,0.4955519966056777,0.012862776645995451
188,0.4964916586565475,0.012573322782180074
189,0.4958087337048103,0.012276478365740993
190,0.4940363472948472,0.009862347710595437
191,0.4967019285282327,0.00921427414780765
192,0.49755022602362764,0.01187634216903737
193,0.4964801504328433,0.011847553055056116
194,0.4952162239804036,0.010605891658501192
195,0.49503310048021376,0.013390590267425234
196,0.4987090044240985,0.013335860856441837
197,0.49548924108967185,0.010452873327515343
198,0.49132456325201523,0.014427268002746683
199,0.4980556642015775,0.014961725016209211
200,0.49560785319449174,0.012456900129715601
201,0.4946985943760309,0.009975176925460497
202,0.49307735036644673,0.01002443279845245
203,0.4996040453875644,0.009990943990873568
204,0.49521935174966025,0.01236488444335533
205,0.49418417894695366,0.013660210262363156
206,0.4934111480704612,0.011095993693522883
207,0.49782697414048016,0.011717990054890062
208,0.4938809603400942,0.010743535250764002
209,0.4935719259859373,0.010067205114120787
210,0.49514096706277794,0.012153683583054579
211,0.496013162838709,0.011352152613019853
212,0.4949285725597292,0.009939417680443235
213,0.493860577336616,0.010885619911167658
214,0.49548090114775634,0.01129870252881312
215,0.4950388104447888,0.012583256134706917
216,0.4937205984283032,0.01106661580728762
217,0.49651274527423084,0.012060755447512774
218,0.4951031339975695,0.012237238824706186
219,0.49592490729668903,0.011387970735968062
220,0.49488955123039585,0.012166933911485654
221,0.49713342145292294,0.011369760578611133
222,0.49190012955417234,0.009760742710733955
223,0.49351378256041145,0.010091018496137676
224,0.49650045486891436,0.01116179379945
225,0.49570644716732204,0.00912689943938996
226,0.4934738896942387,0.012711399312441548
227,0.5002921923167176,0.014683956844788609
228,0.49359136012693244,0.011098284232006832
229,0.49616348593392307,0.008275377345412518
230,0.49821027984014815,0.015942882732347105
231,0.49337015751128394,0.012614122352026629
232,0.4921911588559548,0.01444147307792622
233,0.49380911538739586,0.01129667754426147
234,0.4957973320140607,0.010647076760616266
235,0.49483196900433135,0.010526932910028281
236,0.49538520495924687,0.011007261095624981
237,0.49868144599410397,0.011222593077091557
238,0.4957155245097561,0.010373979030797878
239,0.49532681294820374,0.012212836381160852
240,0.4951704719310833,0.01103492187702972
241,0.4934228519236462,0.011413700017852314
242,0.49372345328124034,0.009270411647969124
243,0.49391906483409304,0.011986566961488941
244,0.4948446069481886,0.011205998256407453
245,0.49465482252546483,0.011254816309012698
246,0.4958695322275162,0.012510847243847269
247,0.4928141681270467,0.012679696576952032
248,0.49565354737246203,0.011535201927251888
249,0.4937703052483913,0.010595248673449863
